sequence-number,place_id,CTS URN,region,route_label,route_type,text_transcription,direction,direction_type,place_transcription,place_normalized,pleiades_label,distance_unit,distance_ancient,distance-full,distance_modern,revised_distance,comment,place_uri,latitude,longitude,placetype,placetype_pleiades
439,,,1. PROVINCIAE AFRICAE,Leptis Magna-Alexandria,route,,,,Annesel,Annesel,Annesel,m. p.,XXX,m. p. XXX,30.0,,,https://pleiades.stoa.org/places/363922,31.364153,15.584823,,station
440,,,1. PROVINCIAE AFRICAE,Leptis Magna-Alexandria,route,,,,Auxiu,Auxiu,‘Auxiu’,m. p.,XVIII,m. p. XVIII,18.0,,,https://pleiades.stoa.org/places/363933,31.281729,15.851181,,station
441,,,1. PROVINCIAE AFRICAE,Leptis Magna-Alexandria,route,,,,Stixgi,Astiagi/Dysopon,Astiagi/Dysopon,m. p.,XXV,m. p. XXV,25.0,,,https://pleiades.stoa.org/places/363927,31.226337,16.278323,,station
442,,,1. PROVINCIAE AFRICAE,Leptis Magna-Alexandria,route,,,,Macomadibus Sirtis,Macomades Sirtis,Euphranta/Macomades,m. p.,XX,m. p. XX,20.0,,,https://pleiades.stoa.org/places/363959,31.205047,16.588337,,settlement
443,,,1. PROVINCIAE AFRICAE,Leptis Magna-Alexandria,route,,,,Iscina,Iskina/Charax,Charax/(I)Scina,m. p.,XXX,m. p. XXX,30.0,,,https://pleiades.stoa.org/places/363951,31.1305169993524,17.102736186048200,,settlement
444,,,1. PROVINCIAE AFRICAE,Leptis Magna-Alexandria,route,,,,Tramaricio,Tramaricium,Tramaricio,m. p.,XXXI,m. p. XXXI,31.0,,,https://pleiades.stoa.org/places/364024,30.999875,17.550006,,station
445,,,1. PROVINCIAE AFRICAE,Leptis Magna-Alexandria,route,,,,Aubereo,Aubereo,‘Aubereo’/Ad Capsum Ultimum,m. p.,XXV,m. p. XXV,25.0,,,https://pleiades.stoa.org/places/363929,30.852128,17.883257,,station
446,,,1. PROVINCIAE AFRICAE,Leptis Magna-Alexandria,route,,,,Digdica,Digdiga,Digdida Selorum,m. p.,XXIIII,m. p. XXIIII,24.0,,,https://pleiades.stoa.org/places/363954,30.69797,18.16671,,settlement
447,,,1. PROVINCIAE AFRICAE,Leptis Magna-Alexandria,route,,,,Tugulus,Tugulus,Tugulus,m. p.,XXIIII,m. p. XXIIII,24.0,,,https://pleiades.stoa.org/places/364026,30.549905,18.466667,,fort
448,,,1. PROVINCIAE AFRICAE,Leptis Magna-Alexandria,route,,,,Banadedari,Banadedari,Banadedari,m. p.,XXV,m. p. XXV,25.0,,,https://pleiades.stoa.org/places/363935,30.361848,18.784609,,station
449,,,1. PROVINCIAE AFRICAE,Leptis Magna-Alexandria,route,,,,Anabucis,Anabucis,Anabucis,m. p.,XXV,m. p. XXV,25.0,,,https://pleiades.stoa.org/places/363921,30.261267,19.188848,,station
450,,,1. PROVINCIAE AFRICAE,Leptis Magna-Alexandria,route,,,,Tiniodiri,Tiniodori,Tiniodiri,m. p.,XXV,m. p. XXV,25.0,,,https://pleiades.stoa.org/places/364023,30.34094,19.493912,,station
451,,,1. PROVINCIAE AFRICAE,Leptis Magna-Alexandria,route,,,,Boreo,Boreion/Boreum,Boreum,m. p.,XII,m. p. XII,12.0,,,https://pleiades.stoa.org/places/363948,30.475859,19.700194,,settlement
452,,,1. PROVINCIAE AFRICAE,Leptis Magna-Alexandria,route,,,,Tincausari,Tincausari,Tincausari,m. p.,XXIII,m. p. XXIII,23.0,,,https://pleiades.stoa.org/places/364022,30.620406,19.882246,,station
453,,,1. PROVINCIAE AFRICAE,Leptis Magna-Alexandria,route,,,,Attici,Attici,Attici/Phenica,m. p.,XXV,m. p. XXV,25.0,,,https://pleiades.stoa.org/places/373741,31.133295,20.183329,,station
454,,,1. PROVINCIAE AFRICAE,Leptis Magna-Alexandria,route,,,,Chorotus,Chorothus,Chorotus/Noetu?,m. p.,XXV,m. p. XXV,25.0,,,https://pleiades.stoa.org/places/373774,31.394966,20.174408,,station
455,,,1. PROVINCIAE AFRICAE,Leptis Magna-Alexandria,route,,,,Chaminos,Chaminos,Chaminos,m. p.,XXII,m. p. XXII,22.0,,,https://pleiades.stoa.org/places/373768,31.660425,20.018546,,station
456,,,1. PROVINCIAE AFRICAE,Leptis Magna-Alexandria,route,,,,Beronice,Berenike,Berenice,m. p.,XXX,m. p. XXX,30.0,,,https://pleiades.stoa.org/places/373757,32.12452,20.06425,,settlement
457,,,1. PROVINCIAE AFRICAE,Leptis Magna-Alexandria,route,,,,Adriane,Hadrianopolis,Hadrianopolis/Kaukalou Kome?,m. p.,XXVIII,m. p. XXVIII,28.0,,,https://pleiades.stoa.org/places/373824,32.35204,20.3072025,,settlement
458,,,1. PROVINCIAE AFRICAE,Leptis Magna-Alexandria,route,,,,Theucira,Arsinoe/Taucheira,Arsinoe/Taucheira,m. p.,XVIII,m. p. XVIII,18.0,,,https://pleiades.stoa.org/places/373736,32.5363993333333,20.567297666666700,,settlement
459,,,1. PROVINCIAE AFRICAE,Leptis Magna-Alexandria,route,,,,Ptholemais,Ptolemais,Ptolemais/Barkes Limen,m. p.,XXVI,m. p. XXVI,26.0,,,https://pleiades.stoa.org/places/373879,32.7071341858076,20.953849594556200,,settlement
460,,,1. PROVINCIAE AFRICAE,Leptis Magna-Alexandria,route,,,,Semeros,Semeros,Semeros,m. p.,XXXII,m. p. XXXII,32.0,,,https://pleiades.stoa.org/places/373886,32.533293,21.449973,,station
461,,,1. PROVINCIAE AFRICAE,Leptis Magna-Alexandria,route,,,,Lasamices,Lasamici,Lasamices?,m. p.,XXVI,m. p. XXVI,26.0,,,https://pleiades.stoa.org/places/373838,32.590008,21.712327,,settlement
462,,,1. PROVINCIAE AFRICAE,Leptis Magna-Alexandria,route,,,,Cyrene,Cyrene,Cyrene,m. p.,XXV,m. p. XXV,25.0,,,https://pleiades.stoa.org/places/373778,32.8200266273389,21.856538513413300,,settlement
463,,,1. PROVINCIAE AFRICAE,Leptis Magna-Alexandria,route,,,,Limniade,Limniade,Limnias?,m. p.,XXI,m. p. XXI,21.0,,,https://pleiades.stoa.org/places/373844,32.779834,22.155779,,settlement
464,,,1. PROVINCIAE AFRICAE,Leptis Magna-Alexandria,route,,,,Darnis,Darnis,Darnis,m. p.,XXIIII,m. p. XXIIII,24.0,,,https://pleiades.stoa.org/places/373780,32.7660775,22.6404775,,settlement
465,,,1. PROVINCIAE AFRICAE,Leptis Magna-Alexandria,route,,,,Hippon,Hippon,Hippon,m. p.,XXVIII,m. p. XXVIII,28.0,,,https://pleiades.stoa.org/places/373828,32.599189,22.936949,,station
466,,,1. PROVINCIAE AFRICAE,Leptis Magna-Alexandria,route,,,,Michera sive Elene,Mecira? Miceris?,Miceris,m. p.,XXX,m. p. XXX,30.0,,,https://pleiades.stoa.org/places/716601,32.128016,23.668112,,station
467,,69.2,1. PROVINCIAE AFRICAE,Leptis Magna-Alexandria,route,,,,Badrin,Badrin,Badrin,m. p.,XXV,m. p. XXV,25.0,,Reference to It. Ant. Missing in Pleiades,https://pleiades.stoa.org/places/718015,,,,unlocated
468,,69.3,1. PROVINCIAE AFRICAE,Leptis Magna-Alexandria,route,,,,Ausufal,Ausufal,Ausufal,m. p.,XX,m. p. XX,20.0,,Reference to It. Ant. Missing in Pleiades,https://pleiades.stoa.org/places/718012,,,,unlocated
469,,,1. PROVINCIAE AFRICAE,Leptis Magna-Alexandria,route,,,,Catabathmon,Katabathmos,Catabathmus Maior/Plynos Limen/Tetrapyrgia,m. p.,XXV,m. p. XXV,25.0,,,https://pleiades.stoa.org/places/716540,31.552706,25.152644,,settlement
470,,,1. PROVINCIAE AFRICAE,Leptis Magna-Alexandria,route,,,,Alexandria,Alexandria,Alexandria,m. p.,VIIII,m. p. VIIII,9.0,,,https://pleiades.stoa.org/places/727070,31.201435,29.909773,,settlement
471,,70.2,1. PROVINCIAE AFRICAE,Ptolemais-Alexandria?,alternative-route,Item alio itinere ab Ptholomaida in Alexandria:,,,Ptholomaida,Ptolemais,Ptolemais/Barkes Limen,,,,,,,https://pleiades.stoa.org/places/373879,32.7071341858076,20.953849594556200,,
472,,70.2,1. PROVINCIAE AFRICAE,Ptolemais-Alexandria?,alternative-route,Item alio itinere ab Ptholomaida in Alexandria:,,,Alexandria,Alexandria,Alexandria,,?,?,,,,https://pleiades.stoa.org/places/727070,31.201435,29.909773,,
473,,,1. PROVINCIAE AFRICAE,Ptolemais-Alexandria?,alternative-route,,,,,Ptolemais,Ptolemais/Barkes Limen,,,,0.0,,,https://pleiades.stoa.org/places/373879,32.7071341858076,20.953849594556200,,settlement
474,,,1. PROVINCIAE AFRICAE,Ptolemais-Alexandria?,alternative-route,,,,Semeros,Semeros,Semeros,m. p.,XXXII,m. p. XXXII,32.0,,,https://pleiades.stoa.org/places/373886,32.533293,21.449973,,station
475,,,1. PROVINCIAE AFRICAE,Ptolemais-Alexandria?,alternative-route,,,,Lasamices,Lasamices,Lasamices?,m. p.,XXVI,m. p. XXVI,26.0,,,https://pleiades.stoa.org/places/373838,32.590008,21.712327,,settlement
476,,,1. PROVINCIAE AFRICAE,Ptolemais-Alexandria?,alternative-route,,,,Cyrene,Cyrene,Cyrene,m. p.,XXV,m. p. XXV,25.0,,,https://pleiades.stoa.org/places/373778,32.8200266273389,21.856538513413300,,settlement
477,,,1. PROVINCIAE AFRICAE,Ptolemais-Alexandria?,alternative-route,fines Marmariae,fines,,fines Marmariae,fines Marmariae,Marmaridai,,,,0.0,,"This is a landmark, not a stop.",https://pleiades.stoa.org/places/716596,31.5,23.5,fines,people
478,,,1. PROVINCIAE AFRICAE,Ptolemais-Alexandria?,alternative-route,,,,Limniade,Limniade,Limnias?,m. p.,XXI,m. p. XXI,21.0,,,https://pleiades.stoa.org/places/373844,32.779834,22.155779,,settlement
479,,,1. PROVINCIAE AFRICAE,Ptolemais-Alexandria?,alternative-route,,,,Darnis,Darnis,Darnis,m. p.,XXIIII,m. p. XXIIII,24.0,,,https://pleiades.stoa.org/places/373780,32.7660775,22.6404775,,settlement
480,,,1. PROVINCIAE AFRICAE,Ptolemais-Alexandria?,alternative-route,,,,Hippon,Hippon,Hippon,m. p.,XXVIII,m. p. XXVIII,28.0,,,https://pleiades.stoa.org/places/373828,32.599189,22.936949,,station
481,,71.2,1. PROVINCIAE AFRICAE,Ptolemais-Alexandria?,alternative-route,,,,Papi,Papi,Papi,m. p.,XIIII,m. p. XIIII,14.0,,Reference to It. Ant. Missing in Pleiades,https://pleiades.stoa.org/places/718040,,,,unlocated
482,,,1. PROVINCIAE AFRICAE,Ptolemais-Alexandria?,alternative-route,,,,Paniuros,Paliuris,Paliouros,m. p.,XXX,m. p. XXX,30.0,,,https://pleiades.stoa.org/places/373868,32.335828,23.061232,,settlement
483,,,1. PROVINCIAE AFRICAE,Ptolemais-Alexandria?,alternative-route,,,,Micera,Mecira? Miceris?,Miceris,m. p.,XX,m. p. XX,20.0,,,https://pleiades.stoa.org/places/716601,32.128016,23.668112,,station
484,,71.5,1. PROVINCIAE AFRICAE,Ptolemais-Alexandria?,alternative-route,,,,Iucundiu,Iucundiu,Iucundiu,m. p.,XL,m. p. XL,40.0,,Reference to It. Ant. Missing in Pleiades,https://pleiades.stoa.org/places/718030,,,,unlocated
485,,71.6,1. PROVINCIAE AFRICAE,Ptolemais-Alexandria?,alternative-route,,,,Gereatis,Gereatis,Gereatis,m. p.,XXXII,m. p. XXXII,32.0,,Reference to It. Ant. Missing in Pleiades,https://pleiades.stoa.org/places/718027,,,,unlocated
486,,,1. PROVINCIAE AFRICAE,Ptolemais-Alexandria?,alternative-route,,,,Catabathmos,Katabathmos,Catabathmus Maior/Plynos Limen/Tetrapyrgia,m. p.,XXXV,m. p. XXXV,35.0,,,https://pleiades.stoa.org/places/716540,31.552706,25.152644,,settlement
487,,,1. PROVINCIAE AFRICAE,Ptolemais-Alexandria?,alternative-route,fines Alexandriae,,,fines Alexandriae,fines Alexandriae,,,,,0.0,,"This is a landmark, not a stop.",No URI,,,fines,unknown
488,,71.9,1. PROVINCIAE AFRICAE,Ptolemais-Alexandria?,alternative-route,,,,Geras,Geras,Geras,m. p.,XVIII,m. p. XVIII,18.0,,Reference to It. Ant. Missing in Pleiades,https://pleiades.stoa.org/places/718026,,,,unlocated
489,,72.1,1. PROVINCIAE AFRICAE,Ptolemais-Alexandria?,alternative-route,,,,Zagilis,Zazilis,Zagilis,m. p.,XXXII,m. p. XXXII,32.0,,Reference to It. Ant. Missing in Pleiades,https://pleiades.stoa.org/places/718060,,,,unlocated
490,,72.2,1. PROVINCIAE AFRICAE,Ptolemais-Alexandria?,alternative-route,,,,Aristeu,Aratu,Aratu,m. p.,XX,m. p. XX,20.0,,Reference to It. Ant. Missing in Pleiades,https://pleiades.stoa.org/places/718010,,,,unlocated
491,,72.3,1. PROVINCIAE AFRICAE,Ptolemais-Alexandria?,alternative-route,,,,Thabrasta,Thabrasta,Thabrastra,m. p.,XXXII,m. p. XXXII,32.0,,Reference to It. Ant. Missing in Pleiades,https://pleiades.stoa.org/places/718055,,,,unlocated
492,,,1. PROVINCIAE AFRICAE,Ptolemais-Alexandria?,alternative-route,,,,Parecomo,Praetonium,Paraetonium/Ammonia,m. p.,XXVI,m. p. XXVI,26.0,,,https://pleiades.stoa.org/places/716615,31.350136,27.2368445,,settlement
493,,73.1,1. PROVINCIAE AFRICAE,Ptolemais-Alexandria?,alternative-route,,,,Euticu,Euticu,,m. p.,XL,m. p. XL,40.0,,,No URI,,,,unknown
494,,,1. PROVINCIAE AFRICAE,Ptolemais-Alexandria?,alternative-route,,,,Pedone,Pedonia,Pedonia,m. p.,XXVI,m. p. XXVI,26.0,,,https://pleiades.stoa.org/places/716617,31.062803,28.267024,,station
495,,,1. PROVINCIAE AFRICAE,Ptolemais-Alexandria?,alternative-route,,,,Caportis,Caportis,Caportis/‘Patrico’?,m. p.,XVI,m. p. XVI,16.0,,,https://pleiades.stoa.org/places/716539,31.027015,28.435765500000000,,station
496,,73.4-6,1. PROVINCIAE AFRICAE,Tacape-Leptis Magna,sum-route,Item iter quod limitem Tripolitanum per Turrem Tamalleni a Tacapas Lepti Magna ducit  m. p. DCV:,,,Tacapas,Tacape,Tacape,,,,,,,https://pleiades.stoa.org/places/344496,33.88643,10.109445,,
497,,73.4-6,1. PROVINCIAE AFRICAE,Tacape-Leptis Magna,sum-route,Item iter quod limitem Tripolitanum per Turrem Tamalleni a Tacapas Lepti Magna ducit  m. p. DCV:,,,Lepti Magna,Leptis Magna,Neapolis/Lepcis Magna,m. p.,DCV, m. p. DCV,,,,https://pleiades.stoa.org/places/344448,32.6379575,14.291378,,
498,,,1. PROVINCIAE AFRICAE,Tacape-Leptis Magna,route,A Tacapis ad Aquas m. p. XVIII,,,Tacapis,Tacape,Tacape,,,,0.0,,,https://pleiades.stoa.org/places/344496,33.88643,10.109445,,settlement
499,,,1. PROVINCIAE AFRICAE,Tacape-Leptis Magna,route,,ad,,ad Aquas,Aquae,Aquae Tacapitanae,m. p.,XVIII,m. p. XVIII,18.0,,,https://pleiades.stoa.org/places/344294,33.883611,9.794514,,settlement
500,,,1. PROVINCIAE AFRICAE,Tacape-Leptis Magna,route,,,,Agariabas,Agariabas,Agarlabas?,m. p.,XXX,m. p. XXX,30.0,,,https://pleiades.stoa.org/places/344289,33.766913,9.432882,,station
501,,,1. PROVINCIAE AFRICAE,Tacape-Leptis Magna,route,,,,Turre Tamalleni,Turris Tamalleni,Turris Tamalleni,m. p.,XXX,m. p. XXX,30.0,,,https://pleiades.stoa.org/places/344526,33.716724,8.920657,turris,settlement
502,,,1. PROVINCIAE AFRICAE,Tacape-Leptis Magna,route,,ad,,Ad Templum,Ad Templum,Ad Templum,m. p.,XII,m. p. XII,12.0,,,https://pleiades.stoa.org/places/344287,33.583387,9.016781,,settlement
503,,,1. PROVINCIAE AFRICAE,Tacape-Leptis Magna,route,,,,Bezereos,Bezereos,Bezereos,m. p.,XXX,m. p. XXX,30.0,,,https://pleiades.stoa.org/places/344315,33.5037073393918,9.498086401671780,,fort-2
504,,74.6,1. PROVINCIAE AFRICAE,Tacape-Leptis Magna,route,,,,Ausilimdi,Ausilimdi,,m. p.,XXXII,m. p. XXXII,32.0,,,No URI,,,,unknown
505,,,1. PROVINCIAE AFRICAE,Tacape-Leptis Magna,route,,,,Agma,Agma,Agma,m. p.,XXX,m. p. XXX,30.0,,,https://pleiades.stoa.org/places/344290,33.658705,10.344649,,station
506,,,1. PROVINCIAE AFRICAE,Tacape-Leptis Magna,route,,,,Auzemmi,Augarmi,Augemmi,m. p.,XXX,m. p. XXX,30.0,,,https://pleiades.stoa.org/places/344302,33.302376,10.561337,,station
507,,,1. PROVINCIAE AFRICAE,Tacape-Leptis Magna,route,,,,Tabalati,Tabalati,Tabalati?,m. p.,XXX,m. p. XXX,30.0,,,https://pleiades.stoa.org/places/344494,32.930463,10.453562,,station
508,,,1. PROVINCIAE AFRICAE,Tacape-Leptis Magna,route,,,,Thebelami,Thebelami,Thebelami,m. p.,XXV,m. p. XXV,25.0,,,https://pleiades.stoa.org/places/344508,32.591418,10.539837,,fort
509,,,1. PROVINCIAE AFRICAE,Tacape-Leptis Magna,route,,,,Tillabari,Tillibari,Tillibari,m. p.,XX,m. p. XX,20.0,,,https://pleiades.stoa.org/places/344516,32.3169285,10.398414500000000,,fort
510,,,1. PROVINCIAE AFRICAE,Tacape-Leptis Magna,route,,ad,,Ad Amadum,Ad Amadum,Ad Amadum,m. p.,XXX,m. p. XXX,30.0,,,https://pleiades.stoa.org/places/344283,32.011033,10.702979,,fort
511,,,1. PROVINCIAE AFRICAE,Tacape-Leptis Magna,route,,,,Tabuinati,Tabuinati,Tabuinati,m. p.,XXV,m. p. XXV,25.0,,,https://pleiades.stoa.org/places/344495,31.870494,10.99471,,station
512,,,1. PROVINCIAE AFRICAE,Tacape-Leptis Magna,route,,,,Thramusdusim,Thramusdusim,Thramusdusim,m. p.,XXV,m. p. XXV,25.0,,,https://pleiades.stoa.org/places/344512,31.803813,11.337528,,station
513,,,1. PROVINCIAE AFRICAE,Tacape-Leptis Magna,route,,,,Thamascaltin,Thamascaltin,Thamascaltin,m. p.,XXX,m. p. XXX,30.0,,,https://pleiades.stoa.org/places/344507,31.5,11.5,,labeled feature
514,,,1. PROVINCIAE AFRICAE,Tacape-Leptis Magna,route,,,,Thenteos,Tenteos,Thenteos,m. p.,XXX,m. p. XXX,30.0,,,https://pleiades.stoa.org/places/344511,31.930439,12.261994,,fort
515,,,1. PROVINCIAE AFRICAE,Tacape-Leptis Magna,route,,,,Auru,Auru,Auru,m. p.,XXX,m. p. XXX,30.0,,,https://pleiades.stoa.org/places/344303,31.982751,12.482883,,fort
516,,,1. PROVINCIAE AFRICAE,Tacape-Leptis Magna,route,,,,Vinaza,Vinaza,Vinaza,m. p.,XXXV,m. p. XXXV,35.0,,,https://pleiades.stoa.org/places/344539,32.033316,12.866581,,station
517,,,1. PROVINCIAE AFRICAE,Tacape-Leptis Magna,route,,,,Thalatati,Talalati,Talalati,m. p.,XVI,m. p. XVI,16.0,,,https://pleiades.stoa.org/places/344498,32.127233,13.099991,,station
518,,,1. PROVINCIAE AFRICAE,Tacape-Leptis Magna,route,,,,Thenadassa,Thenedassa,Thenadassa,m. p.,XXVI,m. p. XXVI,26.0,,,https://pleiades.stoa.org/places/344510,32.226127,13.366421,,station
519,,,1. PROVINCIAE AFRICAE,Tacape-Leptis Magna,route,,,,Mesphe,Mesphe,Mesphe,m. p.,XXX,m. p. XXX,30.0,,,https://pleiades.stoa.org/places/344441,32.454035,13.695776,,station
520,,,1. PROVINCIAE AFRICAE,Tacape-Leptis Magna,route,,,,Lepti Magna,Leptis Magna,Neapolis/Lepcis Magna,m. p.,XL,m. p. XL,40.0,,,https://pleiades.stoa.org/places/344448,32.6379575,14.291378,,settlement
521,,77.4,1. PROVINCIAE AFRICAE,Thelepte-Tacape,sum-route,Item a Thelepte Tacapas m. p. CLII:,,,Thelepte,Thelepte,Thelepte,,,,,,,https://pleiades.stoa.org/places/324828,34.978743,8.595226,,
522,,77.4,1. PROVINCIAE AFRICAE,Thelepte-Tacape,sum-route,Item a Thelepte Tacapas m. p. CLII:,,,Tacapas,Tacape,Tacape,m. p.,CLII, m. p. CLII,,,,https://pleiades.stoa.org/places/344496,33.88643,10.109445,,
523,,,1. PROVINCIAE AFRICAE,Thelepte-Tacape,route,,,,,Thelepte,Thelepte,,,,0.0,,,https://pleiades.stoa.org/places/324828,34.978743,8.595226,,settlement
524,,,1. PROVINCIAE AFRICAE,Thelepte-Tacape,route,,,,Gemellas,Gemellae,Gemellae,m. p.,XXII,m. p. XXII,22.0,,,https://pleiades.stoa.org/places/324711,34.75,8.75,,settlement
525,,77.6,1. PROVINCIAE AFRICAE,Thelepte-Tacape,route,,,,Gremellas,Gremellae,Gremellae,m. p.,XXV,m. p. XXV,25.0,,Probably an error of the copyist,No URI,,,,unknown
526,,,1. PROVINCIAE AFRICAE,Thelepte-Tacape,route,,,,Capsae,Capsa,Capsa (Iustiniana),m. p.,XXIIII,m. p. XXIIII,24.0,,,https://pleiades.stoa.org/places/324684,34.4205427,8.785530100000000,,settlement
527,,78.1,1. PROVINCIAE AFRICAE,Thelepte-Tacape,route,,,,Thasarte,Thasarte,Thasarte,m. p.,XXXV,m. p. XXXV,35.0,,,https://pleiades.stoa.org/places/620662613,,,,unknown
528,,,1. PROVINCIAE AFRICAE,Thelepte-Tacape,route,,,,Aquas Tacapitanas,Aquae Tacapitanae,Aquae Tacapitanae,m. p.,XXVIII,m. p. XXVIII,28.0,,,https://pleiades.stoa.org/places/344294,33.883611,9.794514,,settlement
529,,78,1. PROVINCIAE AFRICAE,Thelepte-Tacape,route,,,,Tacapas,Tacape,Tacape,m. p.,XVIII,m. p. XVIII,18.0,,,https://pleiades.stoa.org/places/344496,33.88643,10.109445,,settlement
